,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
808,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,04/09/1992,09/10/1992,
809,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/15/1996,03/15/1996,
810,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,04/09/1992,01/08/1993,
811,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/15/1996,03/15/1996,
812,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/15/1996,03/15/1996,
813,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/09/1997,10/09/1997,
814,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,279.C,Standards for Used Oil: Generators,S  ,10/09/1997,11/18/1997,
815,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,11/04/2016,06/14/2017,
816,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/09/1997,10/09/1997,
817,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,10/09/1997,10/09/1997,
818,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,268.A,Land Disposal Restrictions: General,S  ,03/15/1996,03/15/1996,04/19/1996
819,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,04/09/2009,04/29/2009,
820,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,261.A,ID and Listing of HW: General,S  ,08/27/1992,01/08/1993,
821,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,08/27/1992,01/08/1993,
822,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,261.A,ID and Listing of HW: General,S  ,04/09/1992,01/08/1993,
823,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/09/1992,01/08/1993,
824,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,268.A,Land Disposal Restrictions: General,S  ,05/28/1993,07/01/1993,
825,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,04/19/1999,07/26/1999,07/19/1999
826,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/15/1996,03/15/1996,04/19/1996
827,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.A,Standards Applicable to Generators of HW: General,S  ,04/09/1992,01/08/1993,
828,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,279.C,Standards for Used Oil: Generators,S  ,04/19/1999,07/26/1999,
829,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,279.C,Standards for Used Oil: Generators,S  ,04/19/1999,07/26/1999,07/19/1999
830,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,11/04/2016,06/14/2017,
831,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/27/1992,01/08/1993,
832,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,10/09/1997,10/09/1997,
833,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/19/1999,04/19/1999,07/19/1999
834,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,04/09/1992,01/08/1993,
835,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,268.A,Land Disposal Restrictions: General,S  ,03/15/1996,03/15/1996,
836,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,07/26/2002,07/26/2002,
837,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,03/15/1996,03/15/1996,04/19/1996
838,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,268.A,Land Disposal Restrictions: General,S  ,12/07/1994,12/07/1994,03/07/1995
839,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/19/1999,07/26/1999,
840,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,12/07/1994,12/20/1994,03/07/1995
841,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,08/27/1992,10/06/1993,
842,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.F,Standards for Owners and Operators of HW TSDs: Releases from Solid Waste Management Units,S  ,08/27/1992,01/08/1993,
843,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,04/19/1999,07/26/1999,
844,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,10/09/1997,01/21/1998,
845,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/15/1996,03/15/1996,04/19/1996
846,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,PCR,Violation of a permit condition or requirement,S  ,11/04/2016,06/09/2017,
847,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/09/1992,01/08/1993,
848,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/19/1999,04/19/1999,
849,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/07/2000,12/07/2000,
850,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/28/1993,07/01/1993,
851,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,08/27/1992,01/08/1993,
852,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,08/27/1992,01/08/1993,
853,TUBEL'S GOODYEAR,30.291072999999997,-81.635456,http://echo.epa.gov/detailed-facility-report?fid=110002551113,FLD981859556,FL,279.C,Standards for Used Oil: Generators,S  ,09/11/2009,12/11/2009,
854,TUBEL'S GOODYEAR,30.291072999999997,-81.635456,http://echo.epa.gov/detailed-facility-report?fid=110002551113,FLD981859556,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/10/2009,12/11/2009,
855,TUBEL'S GOODYEAR,30.291072999999997,-81.635456,http://echo.epa.gov/detailed-facility-report?fid=110002551113,FLD981859556,FL,262.A,Standards Applicable to Generators of HW: General,S  ,09/10/2009,03/05/2010,
856,TUBEL'S GOODYEAR,30.291072999999997,-81.635456,http://echo.epa.gov/detailed-facility-report?fid=110002551113,FLD981859556,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/11/2009,12/11/2009,
857,TUBEL'S GOODYEAR,30.291072999999997,-81.635456,http://echo.epa.gov/detailed-facility-report?fid=110002551113,FLD981859556,FL,279.C,Standards for Used Oil: Generators,S  ,09/10/2009,12/11/2009,
858,ZABATT INC,30.32172000000001,-81.72466999999997,http://echo.epa.gov/detailed-facility-report?fid=110007431528,FLD982149932,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/09/1998,04/20/1998,04/09/1998
859,ZABATT INC,30.32172000000001,-81.72466999999997,http://echo.epa.gov/detailed-facility-report?fid=110007431528,FLD982149932,FL,262.A,Standards Applicable to Generators of HW: General,S  ,04/09/1998,04/20/1998,04/09/1998
860,ZABATT INC,30.32172000000001,-81.72466999999997,http://echo.epa.gov/detailed-facility-report?fid=110007431528,FLD982149932,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,04/09/1998,04/20/1998,04/09/1998
861,ZABATT INC,30.32172000000001,-81.72466999999997,http://echo.epa.gov/detailed-facility-report?fid=110007431528,FLD982149932,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/09/1998,04/20/1998,04/09/1998
862,MIDAS MUFFLER,29.66552,-82.3245,http://echo.epa.gov/detailed-facility-report?fid=110007461086,FLD984244426,FL,279.C,Standards for Used Oil: Generators,S  ,02/09/2010,03/19/2010,
863,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/08/2011,02/10/2011,
864,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/09/2019,03/20/2019,
865,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/14/2015,01/14/2015,
866,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,279.E,Standards for Used Oil: Transporter and Transfer Facilities,S  ,02/08/2011,02/10/2011,
867,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,279.E,Standards for Used Oil: Transporter and Transfer Facilities,S  ,02/08/2011,05/20/2011,
868,DIMAGGIOS AUTO PROS,30.240479999999998,-81.75495,http://echo.epa.gov/detailed-facility-report?fid=110005635937,FLR000018374,FL,279.C,Standards for Used Oil: Generators,S  ,02/07/2012,02/07/2012,
869,DIMAGGIOS AUTO PROS,30.240479999999998,-81.75495,http://echo.epa.gov/detailed-facility-report?fid=110005635937,FLR000018374,FL,279.C,Standards for Used Oil: Generators,S  ,06/15/2001,06/15/2001,
870,DIMAGGIOS AUTO PROS,30.240479999999998,-81.75495,http://echo.epa.gov/detailed-facility-report?fid=110005635937,FLR000018374,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/15/2001,06/15/2001,
871,DIMAGGIOS AUTO PROS,30.240479999999998,-81.75495,http://echo.epa.gov/detailed-facility-report?fid=110005635937,FLR000018374,FL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,06/15/2001,06/15/2001,
872,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/22/1997,02/09/1998,01/08/1998
873,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,262.A,Standards Applicable to Generators of HW: General,S  ,12/22/1997,02/09/1998,01/08/1998
874,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/22/1997,04/28/1998,01/08/1998
875,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,02/08/2006,03/24/2006,
876,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/08/2006,03/24/2006,
877,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/22/1997,02/09/1998,01/08/1998
878,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,265.N,Interim Status Standards for Owners and Operators of HW TSDs: Landfills,S  ,02/08/2006,03/24/2006,
879,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/08/2006,03/24/2006,
