,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
748,CREEK CRAFT MANUFACTURING INC,29.979385999999998,-81.65806500000002,http://echo.epa.gov/detailed-facility-report?fid=110007429915,FLD982138950,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/19/1989,N  
749,CREEK CRAFT MANUFACTURING INC,29.979385999999998,-81.65806500000002,http://echo.epa.gov/detailed-facility-report?fid=110007429915,FLD982138950,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/28/2000,Y  
750,CREEK CRAFT MANUFACTURING INC,29.979385999999998,-81.65806500000002,http://echo.epa.gov/detailed-facility-report?fid=110007429915,FLD982138950,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/06/2001,N  
751,WARECRAFT PRESS INC,30.328879999999998,-81.65045,http://echo.epa.gov/detailed-facility-report?fid=110005591626,FLD982171464,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/11/2001,N  
752,WARECRAFT PRESS INC,30.328879999999998,-81.65045,http://echo.epa.gov/detailed-facility-report?fid=110005591626,FLD982171464,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/28/1995,N  
753,WARECRAFT PRESS INC,30.328879999999998,-81.65045,http://echo.epa.gov/detailed-facility-report?fid=110005591626,FLD982171464,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/26/2001,Y  
754,AAMCO TRANSMISSION,28.774175,-81.27849499999998,http://echo.epa.gov/detailed-facility-report?fid=110005594632,FLD984172874,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/09/1992,N  
755,AAMCO TRANSMISSION,28.774175,-81.27849499999998,http://echo.epa.gov/detailed-facility-report?fid=110005594632,FLD984172874,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/2013,Y  
756,"SUNNY DAY OF JACKSONVILLE, INC",30.270259999999997,-81.74797,http://echo.epa.gov/detailed-facility-report?fid=110035754911,FLD984192476,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/13/2011,N  
757,"RADIANT INDUSTRIES, INC",30.363690000000002,-81.64943000000002,http://echo.epa.gov/detailed-facility-report?fid=110006778969,FLR000006601,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/15/1997,Y  
758,PRECISION TOOL & ENGINEERING OF GAINESVILLE INC,29.677524,-82.297521,http://echo.epa.gov/detailed-facility-report?fid=110005649236,FLR000043661,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,01/11/2012,N  
759,PRECISION TOOL & ENGINEERING OF GAINESVILLE INC,29.677524,-82.297521,http://echo.epa.gov/detailed-facility-report?fid=110005649236,FLR000043661,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/09/1998,N  
760,QUADRIGA PRODUCTIONS INC,28.460234000000003,-81.451166,http://echo.epa.gov/detailed-facility-report?fid=110005650134,FLR000044958,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/18/1998,N  
761,QUADRIGA PRODUCTIONS INC,28.460234000000003,-81.451166,http://echo.epa.gov/detailed-facility-report?fid=110005650134,FLR000044958,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/13/1998,Y  
762,RONS QUICK LUBE,29.654166999999998,-81.65472199999998,http://echo.epa.gov/detailed-facility-report?fid=110005658430,FLR000059725,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/16/2002,N  
763,RONS QUICK LUBE,29.654166999999998,-81.65472199999998,http://echo.epa.gov/detailed-facility-report?fid=110005658430,FLR000059725,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/20/1999,Y  
764,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,001,SNY,SIGNIFICANT NON-COMPLIER,E  ,05/11/2015,Y  
765,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/17/2001,N  
766,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/20/2001,N  
767,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/15/2001,Y  
768,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/02/2001,N  
769,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/06/2001,N  
770,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,12/05/2013,Y  
771,BULLSEYE GUN & PAWN,30.313709999999997,-81.59832,http://echo.epa.gov/detailed-facility-report?fid=110012549206,FLR000077412,FL,001,SNN,NOT A SIGNIFICANT NON-COMPLIER,E  ,09/22/2015,N  
772,CHURCHWELL CO,30.325556,-81.653889,http://echo.epa.gov/detailed-facility-report?fid=110012549215,FLR000077453,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/18/2001,N  
773,SEA TECH MARINE INTERNATIONAL,30.318884999999998,-81.633371,http://echo.epa.gov/detailed-facility-report?fid=110022528237,FLR000120345,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/06/2005,N  
774,AUTOMAC,30.21167,-81.73742,http://echo.epa.gov/detailed-facility-report?fid=110056374604,FLR000206508,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/08/2013,N  
775,HUDSON SHARTZ,28.508611,-81.42944399999998,http://echo.epa.gov/detailed-facility-report?fid=110002518945,FL0000359653,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/05/1997,N  
776,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD000604876,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/03/2006,N  
777,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD000604876,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/2010,Y  
778,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD000604876,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/27/2005,N  
779,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD000604876,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/07/2006,Y  
780,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD000604876,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/12/2019,Y  
781,EXXON,30.329679,-81.58676700000002,http://echo.epa.gov/detailed-facility-report?fid=110002528435,FLD032365215,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/26/2007,N  
782,ISUZU CITY,30.314396000000002,-81.562991,http://echo.epa.gov/detailed-facility-report?fid=110002529835,FLD034418327,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/31/2000,N  
783,ISUZU CITY,30.314396000000002,-81.562991,http://echo.epa.gov/detailed-facility-report?fid=110002529835,FLD034418327,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/26/1996,N  
784,ISUZU CITY,30.314396000000002,-81.562991,http://echo.epa.gov/detailed-facility-report?fid=110002529835,FLD034418327,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/12/1996,Y  
785,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/20/1983,Y  
786,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/19/1986,N  
787,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/1995,Y  
788,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,01/13/1984,Y  
789,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/23/1995,N  
790,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/06/1987,N  
791,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FLD050769090,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/25/1985,N  
792,ORLANDO DODGE,28.553936,-81.429154,http://echo.epa.gov/detailed-facility-report?fid=110002533143,FLD056970130,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/22/2014,N  
793,WAGON WORKS INC,30.279833,-81.643528,http://echo.epa.gov/detailed-facility-report?fid=110002534419,FLD063536197,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/26/1996,Y  
794,WAGON WORKS INC,30.279833,-81.643528,http://echo.epa.gov/detailed-facility-report?fid=110002534419,FLD063536197,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/26/1996,N  
795,BOASSO AMERICA,30.362808,-81.629602,http://echo.epa.gov/detailed-facility-report?fid=110002534856,FLD065908907,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/13/2010,Y  
796,SUN STATE FORD INC,28.554001,-81.421378,http://echo.epa.gov/detailed-facility-report?fid=110002535221,FLD067860627,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/13/1995,N  
797,FLORIDA TRUCK PARTS INC,30.329878000000004,-81.73146700000002,http://echo.epa.gov/detailed-facility-report?fid=110002539450,FLD107988115,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/22/2008,N  
798,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD121967152,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/2010,N  
799,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD121967152,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/27/2005,N  
800,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD121967152,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/13/1996,N  
801,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD121967152,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/03/2006,N  
802,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD121967152,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/07/2006,Y  
803,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FLD121967152,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/21/2000,N  
804,ARLINGTON SCHWINN CYCLERY,30.329905,-81.587246,http://echo.epa.gov/detailed-facility-report?fid=110002551346,FLD981859911,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/15/1991,N  
805,GEM CITY CLEANERS,29.648501,-81.641562,http://echo.epa.gov/detailed-facility-report?fid=110007422137,FLD982087322,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/22/2007,N  
806,MAIN STREET MOTORS INC,29.685810999999998,-82.318185,http://echo.epa.gov/detailed-facility-report?fid=110002560498,FLD982100000,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/08/2008,N  
807,HANSON PIPE & PRECAST - GREEN COVE SPRINGS,29.971225,-81.677308,http://echo.epa.gov/detailed-facility-report?fid=110022411184,FLD982132458,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/31/2007,Y  
808,GAINESVILLE NEON SIGNS INC,29.646145,-82.325797,http://echo.epa.gov/detailed-facility-report?fid=110005592108,FLD982173932,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/25/1995,Y  
809,GAINESVILLE NEON SIGNS INC,29.646145,-82.325797,http://echo.epa.gov/detailed-facility-report?fid=110005592108,FLD982173932,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/18/1995,N  
810,GAINESVILLE NEON SIGNS INC,29.646145,-82.325797,http://echo.epa.gov/detailed-facility-report?fid=110005592108,FLD982173932,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,05/30/2013,N  
811,RONNIE ROBINSON INC,29.997114,-81.681241,http://echo.epa.gov/detailed-facility-report?fid=110005608681,FLD984214569,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/22/2007,N  
812,1ST RECOVERY,28.807509000000003,-81.317861,http://echo.epa.gov/detailed-facility-report?fid=110005629294,FLR000004911,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/31/2000,Y  
813,1ST RECOVERY,28.807509000000003,-81.317861,http://echo.epa.gov/detailed-facility-report?fid=110005629294,FLR000004911,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/27/1999,N  
814,1ST RECOVERY,28.807509000000003,-81.317861,http://echo.epa.gov/detailed-facility-report?fid=110005629294,FLR000004911,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/18/1995,N  
815,1ST RECOVERY,28.807509000000003,-81.317861,http://echo.epa.gov/detailed-facility-report?fid=110005629294,FLR000004911,FL,CSE,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,02/22/1996,N  
816,1ST RECOVERY,28.807509000000003,-81.317861,http://echo.epa.gov/detailed-facility-report?fid=110005629294,FLR000004911,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/27/2000,N  
817,CITY OF PALATKA,29.615833000000002,-81.651111,http://echo.epa.gov/detailed-facility-report?fid=110000509744,FLR000036707,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/06/1997,N  
818,HC BUCHANAN CONCRETE INC,28.525106,-81.38324899999998,http://echo.epa.gov/detailed-facility-report?fid=110005658396,FLR000059683,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/08/2003,N  
819,HC BUCHANAN CONCRETE INC,28.525106,-81.38324899999998,http://echo.epa.gov/detailed-facility-report?fid=110005658396,FLR000059683,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/03/1999,Y  
820,DIRECT FURNISHINGS - DUKE PROPERTIES,28.815648,-81.330001,http://echo.epa.gov/detailed-facility-report?fid=110012580484,FLR000081869,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/2001,Y  
821,DIRECT FURNISHINGS - DUKE PROPERTIES,28.815648,-81.330001,http://echo.epa.gov/detailed-facility-report?fid=110012580484,FLR000081869,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/05/2001,Y  
822,HERLONG AIRPORT FBO,30.283859999999997,-81.80818000000002,http://echo.epa.gov/detailed-facility-report?fid=110016732525,FLR000099689,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/18/2004,N  
823,HERLONG AIRPORT FBO,30.283859999999997,-81.80818000000002,http://echo.epa.gov/detailed-facility-report?fid=110016732525,FLR000099689,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/26/2003,Y  
824,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/15/2006,N  
825,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/01/2015,Y  
826,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/06/2007,N  
827,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/07/2008,Y  
828,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/20/2012,Y  
829,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/09/2013,N  
830,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/09/2017,N  
831,CLIFF BERRY INC - JACKSONVILLE FACILITY,30.341666999999998,-81.630278,http://echo.epa.gov/detailed-facility-report?fid=110022436522,FLR000119784,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/29/2019,Y  
832,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,FUI,FUI,FOLLOW-UP INSPECTION,S  ,08/10/2010,N  
833,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/19/2010,Y  
834,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/08/2016,N  
835,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,10/04/2016,Y  
836,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/21/2018,N  
837,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/08/2016,Y  
838,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/22/2017,N  
839,BRITESTAR LLC,30.374197,-81.650103,http://echo.epa.gov/detailed-facility-report?fid=110001741624,FLR000166884,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,06/27/2017,N  
840,CVS PHARMACY 3118,30.42987,-81.66534,http://echo.epa.gov/detailed-facility-report?fid=110044927960,FLR000181339,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/04/2013,N  
841,JOSEPH A STRASSER ANIMAL HEALTH AND WELFARE BUILDING,30.38017,-81.67031,http://echo.epa.gov/detailed-facility-report?fid=110002528453,FLD032370447,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/22/1986,Y  
842,JOSEPH A STRASSER ANIMAL HEALTH AND WELFARE BUILDING,30.38017,-81.67031,http://echo.epa.gov/detailed-facility-report?fid=110002528453,FLD032370447,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/19/1988,Y  
843,JOSEPH A STRASSER ANIMAL HEALTH AND WELFARE BUILDING,30.38017,-81.67031,http://echo.epa.gov/detailed-facility-report?fid=110002528453,FLD032370447,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/01/1988,Y  
844,JOSEPH A STRASSER ANIMAL HEALTH AND WELFARE BUILDING,30.38017,-81.67031,http://echo.epa.gov/detailed-facility-report?fid=110002528453,FLD032370447,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/08/2012,N  
845,ENVIRONMENTAL ANALYSIS & DESIGN,28.598813,-81.41743000000002,http://echo.epa.gov/detailed-facility-report?fid=110002538825,FLD098371917,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/21/1983,N  
846,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/18/2013,N  
847,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,SNN,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,06/24/2000,N  
848,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/22/2005,N  
849,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/08/1984,N  
850,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/1984,N  
851,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/25/2003,N  
852,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/17/1987,N  
853,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/03/1986,Y  
854,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/30/2010,Y  
855,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,SNY,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/23/2000,N  
856,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,FLD980709505,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/2000,Y  
